id_municipio,ano,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
2614857,2019,4235,,,3671,,744,83.51,85.09
2615003,2019,5179,,,4587,,45,88.19,89.87
2615102,2019,1752,,,1546,,472,92.25,95.07
2615201,2019,1868,,,1657,,382,78.25,77.32
2615300,2019,10709,,,8700,,107,91.78,92.62
2615409,2019,7181,,,6498,,24,88.31,89.39
2615508,2019,3143,,,2735,,3,86.29,87.29
2615607,2019,7003,,,6116,,861,88.98,90.36
2615706,2019,2969,,,2372,,137,84.75,85.5
2615805,2019,5706,,,5002,,2183,85.53,86.09
2615904,2019,2255,,,1888,,996,84.17,88.59
2616001,2019,4059,,,3472,,161,79.69,81.69
2616100,2019,1754,,,1432,,38,77.03,78.55
2616183,2019,2087,,,1803,,427,81.87,81.8
2616209,2019,3700,,,3387,,133,88.79,89.1
2616308,2019,5305,,,4516,,142,82.87,83.95
2616407,2019,29897,,,25170,,2140,79.99,79.31
2616506,2019,3534,,,3051,,657,84.7,85.48
2700102,2019,3699,,,3221,,1770,85.34,86.58
2700201,2019,3017,,,2650,,123,77.2,77.96
2700300,2019,26205,,,22119,,4145,79.27,79.93
2700409,2019,8603,,,7451,,111,78.6,79.55
2700508,2019,4428,,,3789,,473,79.26,80.02
2700607,2019,1866,,,1573,,47,89.15,90.66
2700706,2019,4096,,,3612,,20,88.16,89.67
2700805,2019,1235,,,1026,,219,85.94,86.07
2700904,2019,1614,,,1468,,289,88.97,91.23
2701001,2019,4584,,,3972,,1360,82.66,83.09
2701100,2019,2677,,,2183,,19,81.79,83.57
2701209,2019,2407,,,2125,,193,84.84,86.84
2701308,2019,4050,,,3589,,31,78.91,81.07
2701357,2019,1428,,,1183,,180,70.76,69.46
2701407,2019,8067,,,6469,,326,82.45,83.09
2701506,2019,2251,,,2051,,1586,82.45,81.9
2701605,2019,5499,,,4768,,150,89.53,91.53
2701704,2019,2784,,,2338,,17,81.37,81.37
2701803,2019,2035,,,1874,,1436,89.52,91.05
2701902,2019,1417,,,1266,,869,85.72,86.53
2702009,2019,1861,,,1631,,12,77.28,78.9
2702108,2019,4689,,,4075,,1691,81.68,83.09
2702207,2019,1279,,,989,,11,88.45,87.36
2702306,2019,7198,,,5921,,53,77.04,77.29
2702355,2019,4696,,,4035,,553,80.92,80.74
2702405,2019,7801,,,6218,,1070,72.61,72.37
2702504,2019,2652,,,2296,,12,95.01,95.03
2702553,2019,3115,,,2587,,491,69.19,74.55
2702603,2019,5045,,,4623,,389,89.18,90.36
2702702,2019,973,,,805,,4,92.57,91.79
2702801,2019,3299,,,2714,,4,83.18,86.62
2702900,2019,6057,,,5469,,3334,80.09,81.01
2703007,2019,3612,,,2991,,91,86.02,91.52
2703106,2019,5842,,,5079,,1868,83.3,84.6
2703205,2019,4415,,,3845,,9,79.52,80.17
2703304,2019,3307,,,2928,,43,85.14,85.56
2703403,2019,1409,,,1237,,10,86.81,88.35
2703502,2019,1409,,,1202,,17,76.86,80.29
2703601,2019,2064,,,1858,,95,80.18,81.41
2703700,2019,1125,,,1027,,386,81.87,82.62
2703759,2019,2814,,,2368,,602,90.39,91.88
2703809,2019,5026,,,4264,,49,91.71,93.08
2703908,2019,1070,,,899,,702,88.94,91.54
2704005,2019,5592,,,4764,,89,89.1,91.03
2704104,2019,4015,,,3474,,1282,87.01,87.28
2704203,2019,4711,,,4261,,180,84.89,85.63
2704302,2019,108904,,,86015,,4037,78.42,79.18
2704401,2019,3674,,,3283,,35,76.66,79.76
2704500,2019,5610,,,5048,,21,80.85,82.65
2704609,2019,3438,,,2993,,52,90.56,91.69
2704708,2019,8883,,,7711,,1101,79.64,80.09
2704807,2019,2453,,,2082,,316,83.15,83.34
2704906,2019,847,,,751,,158,88.13,90.48
2705002,2019,4198,,,3820,,31,85.03,87.51
2705101,2019,4671,,,3965,,108,82.96,83.43
2705200,2019,3170,,,2500,,189,82.91,83.69
2705309,2019,1133,,,973,,251,92.26,93.02
2705408,2019,1993,,,1755,,14,91.29,93.2
2705507,2019,5199,,,4209,,717,77.12,78.24
2705606,2019,2477,,,2207,,648,82.64,85.11
2705705,2019,3910,,,3380,,9,93.78,96.24
2705804,2019,1948,,,1771,,693,84.69,85.43
2705903,2019,1295,,,1204,,844,80.08,81.02
2706000,2019,2385,,,2190,,903,86.56,88.3
2706109,2019,2988,,,2604,,20,80.58,82.35
2706208,2019,1030,,,964,,9,86.77,89.09
2706307,2019,15292,,,13198,,206,87.27,87.8
2706406,2019,4603,,,4093,,20,85.22,87.92
2706422,2019,2107,,,1875,,734,84.07,84.72
2706448,2019,2859,,,2346,,34,79.06,80.01
2706505,2019,2440,,,2131,,11,78.03,77.85
2706604,2019,1704,,,1517,,362,83.2,90.45
2706703,2019,13670,,,11413,,3296,84.36,85
2706802,2019,4661,,,4194,,1229,85.53,86.79
2706901,2019,7028,,,5839,,533,78.2,78.92
2707008,2019,462,,,418,,55,87.33,91.06
2707107,2019,4400,,,3946,,233,79.88,80.53
2707206,2019,3078,,,2769,,1033,88.47,90.46
2707305,2019,6859,,,6007,,276,83.89,83.9
2707404,2019,1629,,,1437,,44,68.87,68.95
2707503,2019,4670,,,4118,,895,82.53,83.54
2707602,2019,2702,,,2355,,1655,81.75,82.45
2707701,2019,16653,,,13362,,293,79.35,80.73
2707800,2019,1460,,,1342,,82,84,84.4
2707909,2019,1461,,,1224,,39,93.35,94
2708006,2019,9194,,,8381,,1519,85.21,87.12
2708105,2019,2883,,,2254,,29,87.7,87.97
2708204,2019,1381,,,1194,,2,82.25,85.34
2708303,2019,4417,,,3766,,27,84.64,89.58
2708402,2019,7376,,,6715,,1154,89.44,91.55
2708501,2019,7359,,,6560,,109,81.32,81.96
2708600,2019,11281,,,9296,,349,87.37,88.41
2708709,2019,1831,,,1489,,4,86.16,84.89
2708808,2019,6342,,,5655,,48,77.73,77.97
2708907,2019,2487,,,2098,,270,89.84,90.12
2708956,2019,2649,,,2459,,815,86.42,88.07
2709004,2019,1573,,,1246,,31,87.68,92.84
2709103,2019,3043,,,2624,,40,77.74,78.44
2709152,2019,7857,,,6389,,493,84.44,85.07
2709202,2019,4312,,,3948,,172,83.25,84.83
2709301,2019,14005,,,11179,,90,80.88,83.64
2709400,2019,6037,,,5228,,700,93.17,94.24
2800100,2019,566,,,449,,2,83.97,84.24
2800209,2019,3962,,,3387,,7,82.83,83.46
2800308,2019,62509,,,48789,,1967,83.9,84.75
2800407,2019,2420,,,2135,,35,81.78,82.97
2800506,2019,3191,,,2742,,110,81.56,81.75
2800605,2019,4666,,,3787,,16,82.73,84.96
2800670,2019,5714,,,5004,,31,82.73,85.81
2800704,2019,1548,,,1424,,16,79.14,78.63
2801009,2019,3281,,,2750,,3,82.72,83.28
2801108,2019,1288,,,1132,,64,93.46,94.64
2801207,2019,6732,,,6085,,41,89.13,90.83
2801306,2019,7487,,,6599,,1807,82,83.06
2801405,2019,3707,,,3222,,71,66.67,66.35
2801504,2019,3425,,,2955,,44,84.77,84.88
2801603,2019,1043,,,871,,8,83.77,84.72
2801702,2019,4605,,,4115,,31,87.88,88.45
2801900,2019,950,,,829,,31,76.61,78.72
2802007,2019,1114,,,880,,54,85.89,84.13
2802106,2019,14193,,,12466,,1155,86.76,88.13
2802205,2019,1412,,,1223,,88,79.68,81.31
2802304,2019,3616,,,3031,,39,86.4,86.3
2802403,2019,2972,,,2727,,9,88.37,90.59
2802502,2019,806,,,644,,102,92.32,92.92
2802601,2019,1930,,,1726,,858,90.65,91.61
2802700,2019,1967,,,1745,,9,84.78,85.53
2802809,2019,3899,,,3521,,495,92.17,94.09
2802908,2019,15239,,,12988,,22,84.73,84.8
2803005,2019,10351,,,9201,,2302,88.97,91.13
2803104,2019,1195,,,989,,50,87.48,88.3
2803203,2019,7294,,,6385,,30,84.21,85.62
2803302,2019,3629,,,3067,,21,77.69,78.39
2803401,2019,4344,,,3621,,195,78.34,78.41
2803500,2019,22113,,,19433,,76,85.55,86.87
2803609,2019,4806,,,4146,,26,82.69,82.57
2803708,2019,1867,,,1568,,8,84.94,87.5
2803807,2019,789,,,664,,31,80.18,80.48
2803906,2019,3015,,,2468,,10,82.13,81.72
2804003,2019,3339,,,2826,,4,85.02,84.53
2804102,2019,1735,,,1357,,5,77,76.19
2804201,2019,3545,,,3266,,790,81.04,82.34
2804300,2019,1648,,,1446,,14,80.31,81
2804409,2019,3199,,,2835,,46,74.88,76.2
2804458,2019,2074,,,1851,,315,90.6,91.45
2804508,2019,8589,,,7440,,74,82.81,82.88
2804607,2019,5968,,,5387,,286,86.49,86.85
2804706,2019,1409,,,1208,,16,82.88,83.13
2804805,2019,36444,,,31288,,658,86.95,87.03
2804904,2019,3024,,,2678,,12,82.08,84.47
2805000,2019,868,,,745,,16,87.58,89.75
2805109,2019,2196,,,1922,,18,85.68,87.64
2805208,2019,1180,,,1043,,77,73.15,74.23
2805307,2019,2334,,,1996,,20,90.99,91.81
2805406,2019,7655,,,7006,,151,84.47,85.73
2805505,2019,5464,,,4528,,2370,81.69,83.6
2805604,2019,5739,,,5396,,106,80.71,81.26
2805703,2019,5702,,,4699,,13,87.45,89.5
2805802,2019,4809,,,4170,,9,85.69,86.83
2805901,2019,2467,,,2096,,7,83.45,84.24
2806008,2019,2961,,,2641,,8,81.68,83.31
2806107,2019,2032,,,1831,,857,81.63,81.96
2806206,2019,4086,,,3422,,15,75.47,74.91
2806305,2019,3507,,,3235,,884,91.51,93.3
2806404,2019,1877,,,1633,,229,78.04,77.39
2806503,2019,978,,,778,,57,81.56,82.15
2806602,2019,2990,,,2556,,15,85.11,84.94
2806701,2019,16840,,,14509,,298,84.99,85.56
2806800,2019,2332,,,2030,,12,83.01,85.15
2806909,2019,697,,,574,,5,75.02,75.22
2807006,2019,1064,,,942,,3,92.2,95.92
2807105,2019,13705,,,11787,,1815,89.74,92.07
2807204,2019,2348,,,1954,,657,87.64,89.22
2807303,2019,811,,,715,,153,76.87,76.63
2807402,2019,12084,,,10412,,143,85,86.81
2807501,2019,3126,,,2735,,125,86.83,87.71
2807600,2019,5191,,,4544,,16,81.41,82.42
2900108,2019,2489,,,1754,,234,78.07,85.06
2900207,2019,4322,,,3872,,266,79.21,78.9
2900306,2019,3901,,,3180,,30,87.48,87.96
2900355,2019,3992,,,3496,,22,76.13,82.12
2900405,2019,3363,,,2958,,1572,79.03,82.69
2900504,2019,1727,,,1465,,83,84.44,86.02
2900603,2019,1053,,,763,,27,79.71,80.23
2900702,2019,32078,,,27769,,8377,86.54,87.79
2900801,2019,4603,,,4023,,61,84.48,87.05
2900900,2019,1734,,,1280,,1038,79.87,83.33
2901007,2019,8041,,,6608,,241,80.74,82.67
2901106,2019,4307,,,3815,,18,82.06,82.32
2901155,2019,2715,,,2174,,105,67.9,65.24
2901205,2019,5162,,,4452,,1276,78.43,81.12
2901304,2019,4092,,,3200,,1124,86.47,86.88
2901353,2019,3671,,,3065,,457,85.79,89.12
2901403,2019,3766,,,2990,,875,83.11,85.23
2901502,2019,2227,,,1902,,335,89.29,89.42
2901601,2019,2332,,,2026,,185,72.01,71.18
2901700,2019,2944,,,2584,,495,86.79,86.71
2901809,2019,2627,,,2254,,593,87.77,92.68
2901908,2019,3744,,,3344,,777,89.24,91.31
2901957,2019,1941,,,1608,,1200,80.14,84.98
2902005,2019,3465,,,2851,,42,83.47,85.05
2902054,2019,2800,,,2506,,49,82.71,84.26
2902104,2019,11868,,,10719,,320,88.28,91.37
2902203,2019,2202,,,1945,,96,77.45,78.33
2902252,2019,2724,,,2258,,1228,81.9,88.03
2902302,2019,2082,,,1925,,89,83.14,85.13
2902401,2019,3088,,,2612,,1748,83.54,88.51
2902500,2019,3505,,,2966,,2214,86.47,87.38
2902609,2019,4428,,,3773,,1780,82.18,86.12
2902658,2019,2847,,,2385,,301,81.73,85.66
2902708,2019,9742,,,9189,,246,86.29,87.3
2902807,2019,5094,,,4473,,177,83.81,85.77
2902906,2019,8339,,,6885,,1045,83.55,86.24
2903003,2019,3580,,,2762,,44,83.23,87.98
2903102,2019,1238,,,1029,,602,78.5,81.15
2903201,2019,20680,,,16130,,79,83.38,83.11
2903235,2019,3404,,,3017,,125,89.39,92.12
2903276,2019,3302,,,2808,,497,78.76,79.47
2903300,2019,1807,,,1429,,458,81.72,83.42
2903409,2019,4772,,,3810,,165,83.19,86.53
2903508,2019,4021,,,3388,,432,83.49,85.83
2903607,2019,4269,,,3803,,353,84.28,86.13
2903706,2019,4469,,,3372,,927,84.65,87.4
2903805,2019,4709,,,3969,,3090,82.57,83.75
2903904,2019,12706,,,10702,,1211,86.02,87.99
2903953,2019,2376,,,1948,,152,83.42,85.66
2904001,2019,3168,,,2638,,18,83.21,87.29
2904050,2019,3638,,,3165,,127,78.65,81.48
2904100,2019,5154,,,4043,,2974,89.23,91.53
2904209,2019,2451,,,2053,,206,81.83,84.24
2904308,2019,2592,,,2176,,338,81.97,84.86
2904407,2019,2543,,,1806,,81,90.14,90.93
2904506,2019,2991,,,2395,,400,87.2,89.46
2904605,2019,9961,,,8384,,46,83.66,84.55
2904704,2019,3852,,,2961,,123,84.39,88.3
2904753,2019,5674,,,4842,,3773,86.61,88.76
2904803,2019,1547,,,1284,,142,86.47,87.94
2904852,2019,3871,,,3475,,1576,84.9,86.87
2904902,2019,7986,,,7120,,1117,85.76,86.72
2905008,2019,3101,,,2382,,38,77.46,78.58
2905107,2019,2952,,,2498,,1433,84.75,86.94
2905156,2019,2917,,,2555,,1484,77.64,79.81
2905206,2019,10219,,,8066,,20,88.84,91.83
2905305,2019,4170,,,3596,,1257,83.75,85.9
2905404,2019,2561,,,2327,,706,73.67,75.21
2905503,2019,3520,,,3108,,2463,81.01,83.36
2905602,2019,4992,,,3935,,721,76.31,79.88
2905701,2019,36379,,,32338,,1822,81.53,81.81
2905800,2019,6350,,,5467,,123,79.71,79.82
2905909,2019,6301,,,5377,,3318,88.87,90.11
2906006,2019,16481,,,14566,,1572,87.4,87.97
2906105,2019,2197,,,1741,,70,86.39,88.78
2906204,2019,5389,,,4611,,126,82.01,82.32
2906303,2019,7279,,,6068,,1755,78.49,83.06
2906402,2019,2505,,,1978,,40,90.49,94.14
2906501,2019,10882,,,9588,,251,83.7,83.44
2906600,2019,3137,,,2689,,1236,84.69,87.73
2906709,2019,4965,,,4168,,934,73.89,73.8
2906808,2019,9565,,,8355,,2693,88.44,92.31
2906824,2019,3616,,,3104,,647,75.53,75.5
2906857,2019,2727,,,2068,,4,79.85,84.68
2906873,2019,5377,,,4437,,343,80.46,82.81
2906899,2019,2254,,,1767,,99,79.17,80.79
2906907,2019,4734,,,3981,,659,82.93,87.26
2907004,2019,2328,,,2074,,1254,88.82,90.25
2907103,2019,7246,,,6364,,1102,86.29,89.7
2907202,2019,15453,,,14035,,378,81.44,82.14
2907301,2019,6165,,,5461,,1395,85.86,89.58
2907400,2019,807,,,689,,388,77.29,88.22
2907509,2019,9273,,,8012,,298,82.41,83.03
2907558,2019,1698,,,1393,,23,80.35,82.86
2907608,2019,3121,,,2597,,7,81.36,85.11
2907707,2019,2334,,,2145,,1350,88.71,90.5
2907806,2019,7035,,,6149,,82,83.98,86.13
2907905,2019,3894,,,3391,,1049,82.69,83.58
2908002,2019,6056,,,4311,,25,83.68,84.46
2908101,2019,4229,,,3506,,798,76.23,80.19
2908200,2019,4111,,,3693,,314,84.06,84.74
2908309,2019,3587,,,3225,,2051,78.13,79.19
2908408,2019,14239,,,12333,,188,82.74,83.85
2908507,2019,5951,,,5423,,275,89.88,91.46
2908606,2019,5311,,,4768,,533,86.69,89.7
2908705,2019,3984,,,3066,,78,81.87,84.06
2908804,2019,1126,,,889,,10,80.02,80.74
2908903,2019,8245,,,7385,,2470,88.58,89.11
2909000,2019,1874,,,1433,,152,79.81,82.21
2909109,2019,4606,,,3590,,17,89.02,92.05
2909208,2019,4333,,,3963,,49,84.61,85.55
2909307,2019,6403,,,5283,,236,81.62,84.97
2909406,2019,3073,,,2626,,932,81.49,85.37
2909505,2019,1188,,,970,,317,79.25,80.36
2909604,2019,4760,,,4283,,11,85.71,86.98
2909703,2019,2848,,,2367,,10,81.81,84.26
2909802,2019,11011,,,9266,,307,88.76,89.91
2909901,2019,7848,,,6994,,1300,82.39,84.27
2910008,2019,2649,,,2274,,413,77.7,85.81
2910057,2019,12986,,,11462,,500,83.79,84.7
2910107,2019,2454,,,2031,,419,82.04,84.76
2910206,2019,1041,,,862,,476,81.39,84.84
2910305,2019,2271,,,1603,,5,90.44,93.41
2910404,2019,4501,,,3817,,437,82.64,83.98
2910503,2019,6280,,,5415,,99,80.84,81.55
2910602,2019,5045,,,4431,,262,83.98,86.4
2910701,2019,13166,,,10984,,3060,82.6,83.2
2910727,2019,19894,,,14536,,2020,80.6,82.99
2910750,2019,4682,,,4261,,929,87.31,89.53
2910776,2019,1372,,,1082,,9,86.61,88.54
2910800,2019,84232,,,65836,,627,87.36,87.44
2910859,2019,4872,,,4239,,677,85.85,89.35
2910909,2019,1662,,,1261,,40,82.68,87.26
2911006,2019,2256,,,1654,,392,70.17,75.04
2911105,2019,5606,,,4825,,70,93.27,95.29
2911204,2019,6192,,,5369,,2088,79.91,82.18
2911253,2019,1469,,,1083,,386,66.71,66.81
2911303,2019,2825,,,2089,,472,88.03,88.89
2911402,2019,4480,,,3262,,23,92.9,93.92
2911501,2019,2053,,,1612,,1440,84.07,84.93
2911600,2019,4440,,,3648,,17,84.7,85.31
2911659,2019,1910,,,1502,,1075,88.5,92.31
2911709,2019,17409,,,14748,,4668,82.53,84.19
2911808,2019,5169,,,3899,,1233,83.07,85.99
2911857,2019,2617,,,2357,,18,83.69,86.4
2911907,2019,6410,,,5450,,3430,83.4,86.22
2912004,2019,2376,,,1837,,90,85.52,90.18
2912103,2019,5364,,,4309,,1870,76.92,81.65
2912202,2019,3301,,,2987,,490,80.88,81.74
2912301,2019,3439,,,2916,,497,76.81,85.53
2912400,2019,3542,,,3081,,23,82.29,84.01
2912509,2019,2897,,,2326,,6,83.67,86.95
2912608,2019,1298,,,1086,,83,89.64,91.41
2912707,2019,4921,,,3886,,9,91.96,93.61
2912806,2019,2249,,,1721,,717,88.54,91.15
2912905,2019,4672,,,3829,,322,78.19,83.16
2913002,2019,3119,,,2471,,628,80.4,83.96
2913101,2019,3893,,,3339,,252,76.22,77.36
2913200,2019,5041,,,3997,,133,80.69,83.54
2913309,2019,1543,,,1276,,601,85.62,86.39
2913408,2019,3604,,,2927,,31,84.1,84.93
2913457,2019,2373,,,2143,,69,79.6,79.69
2913507,2019,5744,,,4779,,3435,83,89.37
2913606,2019,31752,,,25482,,518,84.15,86.42
2913705,2019,6887,,,6142,,263,86.89,87.8
2913804,2019,3036,,,2724,,853,87.26,89.54
2913903,2019,10874,,,8820,,689,81.91,85.63
2914000,2019,11026,,,9268,,51,79.19,81.32
2914109,2019,2444,,,1925,,1382,84.3,87.26
2914208,2019,1597,,,1253,,539,82.19,83.2
2914307,2019,2027,,,1768,,264,71.54,72.87
2914406,2019,5034,,,4343,,664,78.52,79.58
2914505,2019,7497,,,6185,,4517,82.74,82.75
2914604,2019,13571,,,11964,,2257,86.74,87.58
2914653,2019,7281,,,5994,,4863,79.09,83.05
2914703,2019,14241,,,12244,,175,87.44,90.37
2914802,2019,34430,,,26411,,1268,82.12,86.7
2914901,2019,4711,,,4144,,2420,83.23,84.91
2915007,2019,4185,,,3621,,2725,82.46,86.48
2915106,2019,3779,,,2876,,1917,88.91,90.58
2915205,2019,3419,,,2725,,427,74.74,79.33
2915304,2019,1843,,,1318,,82,80.37,82.22
2915353,2019,2693,,,2388,,145,79.22,79.15
2915403,2019,1859,,,1420,,300,81.49,90.15
2915502,2019,4593,,,3880,,69,81.16,88.06
2915601,2019,14834,,,11302,,1182,77.67,84.04
2915700,2019,1873,,,1503,,550,76.91,78.69
2915809,2019,5028,,,4053,,93,79.73,82.24
2915908,2019,1845,,,1595,,447,89.13,89.3
2916005,2019,3735,,,2921,,886,71.82,75.87
2916104,2019,5013,,,4547,,3846,86.52,86.77
2916203,2019,2590,,,1991,,728,81.52,85.78
2916302,2019,2551,,,1915,,59,78.78,80.02
2916401,2019,13612,,,10422,,131,86.46,88.41
2916500,2019,8053,,,7250,,97,84.06,86.34
2916609,2019,1625,,,1222,,92,78.2,81.9
2916708,2019,1560,,,1346,,33,74,76.34
2916807,2019,3395,,,2764,,628,82.26,83.75
2916856,2019,4218,,,3441,,596,88.61,91.63
2916906,2019,3791,,,2632,,60,89.15,91.54
2917003,2019,7698,,,6872,,942,88.48,90.44
2917102,2019,4290,,,3324,,470,80.11,84.4
2917201,2019,3669,,,3150,,89,83.02,86.01
2917300,2019,4982,,,4369,,1381,77.75,79.72
2917334,2019,2511,,,2193,,114,85.87,89.61
2917359,2019,2672,,,2152,,484,90.69,92.36
2917409,2019,3437,,,2609,,9,88.15,90.81
2917508,2019,15389,,,12732,,65,77.62,79.86
2917607,2019,7703,,,6302,,21,73.5,77.57
2917706,2019,6204,,,5240,,206,87.34,89.67
2917805,2019,4435,,,4065,,2304,86.4,88.4
2917904,2019,2280,,,2111,,21,85.64,87.48
2918001,2019,23105,,,17737,,482,78.64,81.65
2918100,2019,9307,,,8030,,46,86.12,90.26
2918209,2019,3181,,,2814,,245,82.66,84.83
2918308,2019,3540,,,3029,,356,79.92,82.66
2918357,2019,5532,,,4335,,16,85.31,86.28
2918407,2019,39969,,,34796,,5117,82.4,83.96
2918456,2019,2046,,,1636,,306,81.41,82.75
2918506,2019,3145,,,2594,,23,79.47,79.98
2918555,2019,1877,,,1568,,1123,86.57,93.27
2918605,2019,2034,,,1450,,15,89.96,94.09
2918704,2019,956,,,634,,236,72.04,72.62
2918753,2019,2664,,,2339,,1116,92.75,95.23
2918803,2019,4996,,,4320,,185,89.1,90.33
2918902,2019,1405,,,926,,8,85.98,88.69
2919009,2019,1024,,,815,,428,86.05,90.05
2919058,2019,1858,,,1542,,127,72.63,75.84
2919108,2019,2722,,,2340,,1862,92.05,94.69
2919157,2019,5849,,,4901,,38,78.31,81.22
2919207,2019,22685,,,19209,,2403,85.25,85.65
2919306,2019,1975,,,1682,,229,77.57,78.34
2919405,2019,3173,,,2208,,58,79.86,85.61
2919504,2019,7688,,,6656,,91,82.45,84.52
2919553,2019,13752,,,12320,,3173,88.08,89.18
2919603,2019,2672,,,2316,,53,85.91,90.85
2919702,2019,3558,,,3020,,635,78.62,80.06
2919801,2019,8612,,,7044,,15,86.81,90.65
2919900,2019,1863,,,1537,,1349,83.16,81.49
2919926,2019,2953,,,2562,,83,72.96,82.01
2919959,2019,1645,,,1396,,342,77.88,82.65
2920007,2019,2225,,,1825,,962,83.55,85.48
2920106,2019,4758,,,3926,,2169,80.16,82.46
2920205,2019,3611,,,3025,,350,79.31,80.94
2920304,2019,1595,,,1470,,21,86.87,87.6
2920403,2019,3497,,,2813,,82,80.2,82.78
2920452,2019,3225,,,2442,,1585,80.54,82.38
2920502,2019,5350,,,4455,,42,81.6,85.19
2920601,2019,9174,,,8547,,701,78.69,80.16
2920700,2019,4986,,,4535,,263,85.33,88.71
2920809,2019,2708,,,2315,,1425,84.89,89.1
2920908,2019,3680,,,2798,,434,79.87,85.93
2921005,2019,9204,,,7965,,27,84.82,86.78
2921054,2019,3177,,,2815,,1129,90.95,92.9
2921104,2019,4692,,,3515,,110,78.12,84.19
2921203,2019,5512,,,4667,,1084,79.2,82.12
2921302,2019,2665,,,2179,,147,77.99,78.24
2921401,2019,4022,,,3381,,60,78.24,79.74
2921450,2019,2107,,,1835,,24,88.82,92.81
2921500,2019,12844,,,11377,,3855,92.13,93.93
2921609,2019,2671,,,1997,,535,87.57,88.36
2921708,2019,7026,,,5945,,899,82.94,84.84
2921807,2019,2249,,,1718,,70,78.6,83.72
2921906,2019,2428,,,2040,,1351,81.47,81.5
2922003,2019,7465,,,5583,,232,89.3,91.03
2922052,2019,3478,,,2980,,75,88.52,89.19
2922102,2019,5429,,,4425,,2189,83.78,85.19
2922201,2019,1999,,,1772,,222,92.93,94.35
2922250,2019,2602,,,2306,,1715,80.48,81.77
2922300,2019,7404,,,6640,,4512,85.17,86.06
2922409,2019,4300,,,3812,,469,89.47,92.32
2922508,2019,4442,,,3964,,182,80.88,80.91
2922607,2019,2772,,,2489,,94,80.91,82.41
2922656,2019,3135,,,2694,,1923,92.77,95.94
2922706,2019,3877,,,3207,,550,87.24,91.13
2922730,2019,2051,,,1684,,646,76.67,79.39
2922755,2019,1278,,,1064,,55,75.8,80.66
2922805,2019,2146,,,1747,,211,81.34,82.95
2922854,2019,1969,,,1626,,985,75.61,79.54
2922904,2019,6071,,,4906,,1807,81.23,83.05
2923001,2019,8850,,,7114,,2041,85.33,88.63
2923035,2019,2276,,,2033,,7,77.78,79.88
2923050,2019,1942,,,1830,,1057,81.49,83.48
2923100,2019,5271,,,4705,,2004,77.62,80.82
2923209,2019,4792,,,3844,,649,77.96,79.32
2923308,2019,2363,,,1841,,22,83.88,83.41
2923357,2019,3633,,,3256,,233,75.59,76.66
2923407,2019,4490,,,3732,,469,77.92,79.23
2923506,2019,2049,,,1749,,216,80.38,83.76
2923605,2019,3907,,,3304,,207,79.84,81.9
2923704,2019,8453,,,7284,,2453,78.27,79.38
2923803,2019,5754,,,5203,,1994,82.95,84.75
2923902,2019,3862,,,3029,,29,86.1,92.46
2924009,2019,19666,,,17224,,380,87.59,89.4
2924058,2019,3334,,,2859,,1586,79.13,80.85
2924108,2019,2007,,,1758,,630,92.02,95.12
2924207,2019,3117,,,2858,,129,87.5,88.67
2924306,2019,4306,,,3356,,76,87.87,91.29
2924405,2019,7489,,,6978,,4030,87.7,89.05
2924504,2019,3348,,,2650,,13,83.59,85.15
2924603,2019,3856,,,3168,,67,78.54,79.71
2924652,2019,2285,,,2005,,1052,86.78,91.05
2924678,2019,1478,,,1328,,35,78.11,79.37
2924702,2019,2531,,,2038,,185,83.42,87.88
2924801,2019,4942,,,4164,,3002,77.14,81.82
2924900,2019,1637,,,1392,,437,77.54,79.9
2925006,2019,5486,,,4554,,299,82.78,86.29
2925105,2019,10926,,,8723,,486,83.81,86.05
2925204,2019,5661,,,5101,,2201,80.82,83.05
2925253,2019,5288,,,4486,,1721,88.93,93.3
2925303,2019,23230,,,17462,,481,82.83,82.29
2925402,2019,3610,,,2902,,697,83.37,85.5
2925501,2019,7331,,,5739,,159,86.99,89.86
2925600,2019,3540,,,3095,,529,81.69,83.4
2925709,2019,2940,,,2534,,1916,80.17,82.72
2925758,2019,6210,,,5764,,122,87.86,89.62
2925808,2019,6406,,,5478,,1096,84.53,87.52
2925907,2019,6787,,,5887,,685,91.18,92.84
2925931,2019,2295,,,1921,,1016,80.24,81.88
2925956,2019,4324,,,3779,,1731,78.29,80.47
2926004,2019,9285,,,8093,,1729,83.43,85.41
2926103,2019,3246,,,2803,,240,77.95,80.43
2926202,2019,5627,,,4715,,3399,85.3,87.41
2926301,2019,6991,,,5706,,17,81.54,83.08
2926400,2019,6930,,,6133,,73,84.34,85.93
2926509,2019,3511,,,3145,,867,77.35,77.75
2926608,2019,9913,,,8539,,369,86.08,87.82
2926657,2019,1873,,,1641,,1205,85.29,86.27
2926707,2019,2854,,,2232,,311,79.56,81.78
2926806,2019,3143,,,2551,,394,78.51,81.47
2926905,2019,2144,,,1541,,16,80.29,84.71
2927002,2019,8057,,,7135,,152,80.9,82.89
