nome_antigo,nome_novo,dimensao,motivo,data,acao,versao_remocao
indice_capacidade_adaptativa_recursos_hidricos_classe,adapta_capacidade_recursos_hidricos_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_risco_seca,adapta_risco_seca_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_risco_seca_classe,adapta_risco_seca_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_vulnerabilidade_seca,adapta_vulnerabilidade_seca_idx,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
indice_vulnerabilidade_seca_classe,adapta_vulnerabilidade_seca_cat,03_meio_ambiente,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ivs,ivs_idx,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ivs_infraestrutura_urbana,ivs_infraestrutura_urbana_idx,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ivs_capital_humano,ivs_capital_humano_idx,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ivs_renda_trabalho,ivs_renda_trabalho_idx,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
idhm,idhm_idx,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
classe_prosperidade_social,prosperidade_social_cat,05_sociedade,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
emendas_localidade_gasto_texto,emendas_localidade_gasto_cat,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
localidade_gasto_2,emendas_localidade_gasto_secundaria_cat,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tipo_emenda,emendas_tipo_cat,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_total,emendas_valor_total_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_agricultura,emendas_valor_agricultura_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_comercio,emendas_valor_comercio_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_desporto,emendas_valor_desporto_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_saude,emendas_valor_saude_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_urbanismo,emendas_valor_urbanismo_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_organizacao_agraria,emendas_valor_organizacao_agraria_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_assistencia_social,emendas_valor_assistencia_social_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_educacao,emendas_valor_educacao_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_direitos_cidadania,emendas_valor_direitos_cidadania_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_defesa,emendas_valor_defesa_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_ciencia,emendas_valor_ciencia_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_cultura,emendas_valor_cultura_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_industria,emendas_valor_industria_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_seguranca,emendas_valor_seguranca_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_gestao_ambiental,emendas_valor_gestao_ambiental_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_habitacao,emendas_valor_habitacao_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_administracao,emendas_valor_administracao_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_saneamento,emendas_valor_saneamento_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_trabalho,emendas_valor_trabalho_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_transporte,emendas_valor_transporte_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_previdencia,emendas_valor_previdencia_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_encargos_especiais,emendas_valor_encargos_especiais_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
valor_emendas_multiplo,emendas_valor_multiplo_brl2023,06_financas,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
comissionados_direta,munic_servidores_comissionados_direta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
estagiarios_direta,munic_servidores_estagiarios_direta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
sem_vinculo_permanente_direta,munic_servidores_sem_vinculo_permanente_direta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
estatutarios_indireta,munic_servidores_estatutarios_indireta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
clt_indireta,munic_servidores_clt_indireta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
comissionados_indireta,munic_servidores_comissionados_indireta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
estagiarios_indireta,munic_servidores_estagiarios_indireta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
sem_vinculo_permanente_indireta,munic_servidores_sem_vinculo_permanente_indireta_i,07_recursos_humanos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
anatel_bl_densidade_media_anual_por_100_dom,anatel_bl_densidade_p100dom,08_energia_internet,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
anatel_bl_densidade_media_anual_capital_uf,anatel_bl_densidade_capital_uf_p100dom,08_energia_internet,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
anatel_tm_densidade_media_anual_por_100_dom,anatel_tm_densidade_p100dom,08_energia_internet,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
anatel_tm_densidade_media_anual_capital_uf,anatel_tm_densidade_capital_uf_p100dom,08_energia_internet,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_eletricidade_00,censo_cobertura_eletricidade_2000_pct,08_energia_internet,"O ano fica no nome porque a coluna é um retrato censitário replicado no painel, e não uma série.",2026-07-26,,
cobertura_eletricidade_10,censo_cobertura_eletricidade_2010_pct,08_energia_internet,"O ano fica no nome porque a coluna é um retrato censitário replicado no painel, e não uma série.",2026-07-26,,
ideb_nota_media_municipio,ideb_nota_municipio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ideb_nota_saeb_padronizada_media,saeb_nota_padronizada_municipio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ideb_meta_projetada_media,ideb_meta_projetada_municipio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ideb_nota_media_ef_anos_finais,ideb_nota_ef_anos_finais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ideb_nota_media_ef_anos_iniciais,ideb_nota_ef_anos_iniciais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_ideb_fundamental,ideb_nota_fundamental_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_ideb_medio,ideb_nota_medio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_fundamental,saeb_nota_fundamental_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_medio,saeb_nota_medio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_fundamental,ideb_meta_projetada_fundamental_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_medio,ideb_meta_projetada_medio_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_anos_finais,saeb_nota_anos_finais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_anos_iniciais,saeb_nota_anos_iniciais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_anos_finais,ideb_meta_projetada_anos_finais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_anos_iniciais,ideb_meta_projetada_anos_iniciais_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_ideb_rede_estadual,ideb_nota_rede_estadual_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_ideb_rede_municipal,ideb_nota_rede_municipal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_ideb_rede_federal,ideb_nota_rede_federal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_rede_estadual,saeb_nota_rede_estadual_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_rede_municipal,saeb_nota_rede_municipal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_saeb_rede_federal,saeb_nota_rede_federal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_rede_estadual,ideb_meta_projetada_rede_estadual_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_rede_municipal,ideb_meta_projetada_rede_municipal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
media_projecao_rede_federal,ideb_meta_projetada_rede_federal_idx,09_educacao,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_bcg,pni_cobertura_bcg_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_dtp,pni_cobertura_dtp_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_dtpa_gestante,pni_cobertura_dtpa_gestante_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_febre_amarela,pni_cobertura_febre_amarela_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_hepatite_a,pni_cobertura_hepatite_a_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_hepatite_b,pni_cobertura_hepatite_b_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_penta,pni_cobertura_penta_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_poliomielite,pni_cobertura_poliomielite_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_sarampo,pni_cobertura_sarampo_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_tetra_viral,pni_cobertura_tetra_viral_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_triplice_bacteriana,pni_cobertura_triplice_bacteriana_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cobertura_triplice_viral_d2,pni_cobertura_triplice_viral_d2_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_bcg,ieps_cobertura_vacinal_bcg_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_rota,ieps_cobertura_vacinal_rotavirus_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_menin,ieps_cobertura_vacinal_meningococo_c_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_pneumo,ieps_cobertura_vacinal_pneumococica_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_polio,ieps_cobertura_vacinal_poliomielite_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_tvd1,ieps_cobertura_vacinal_triplice_viral_dose1_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_penta,ieps_cobertura_vacinal_pentavalente_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
cob_vac_hepa,ieps_cobertura_vacinal_hepatite_a_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
pct_prenatal_adeq,ieps_prenatal_adequado_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
pct_prenatal_zero,ieps_prenatal_nenhuma_consulta_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
pct_prenatal_1a6,ieps_prenatal_1_a_6_consultas_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
pct_prenatal_7m,ieps_prenatal_7_ou_mais_consultas_pct,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_mort_aj_oms,ieps_taxa_mortalidade_padronizada_oms_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_mort_csap_aj_oms,ieps_taxa_mortalidade_csap_padronizada_oms_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_mort_evit_aj_oms,ieps_taxa_mortalidade_evitavel_padronizada_oms_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_mort_aj_cens,ieps_taxa_mortalidade_padronizada_censo_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_mort_evit_aj_cens,ieps_taxa_mortalidade_evitavel_padronizada_censo_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_leito_sus,ieps_leitos_sus_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_leitouti_sus,ieps_leitos_uti_sus_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_leito_nsus,ieps_leitos_nao_sus_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_leitouti_nsus,ieps_leitos_uti_nao_sus_p100k,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
tx_med,ieps_medicos_p1k,10_saude,A unidade declarada dizia 'por 100 mil habitantes' e estava errada: a descrição da fonte e a faixa observada mostram que é por mil.,2026-07-26,,
tx_enf,ieps_enfermeiros_p1k,10_saude,A unidade declarada dizia 'por 100 mil habitantes' e estava errada: a descrição da fonte e a faixa observada mostram que é por mil.,2026-07-26,,
tx_med_ch,ieps_medicos_carga_horaria_p1k,10_saude,A unidade declarada dizia 'por 100 mil habitantes' e estava errada: a descrição da fonte e a faixa observada mostram que é por mil.,2026-07-26,,
tx_enf_ch,ieps_enfermeiros_carga_horaria_p1k,10_saude,A unidade declarada dizia 'por 100 mil habitantes' e estava errada: a descrição da fonte e a faixa observada mostram que é por mil.,2026-07-26,,
n_leito_nsus,ieps_leitos_nao_sus_i,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
n_leitouti_nsus,ieps_leitos_uti_nao_sus_i,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desp_tot_saude_pc_mun,ieps_despesa_saude_total_per_capita_brl_nominal,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desp_recp_saude_pc_mun,ieps_despesa_saude_recursos_proprios_per_capita_brl_nominal,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desp_tot_saude_pc_mun_def,ieps_despesa_saude_total_per_capita_brl2023,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
desp_recp_saude_pc_mun_def,ieps_despesa_saude_recursos_proprios_per_capita_brl2023,10_saude,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ano_inicio_tarifa_zero,ano_ref_inicio_tarifa_zero,11_transportes,"Ano de referência, não chave do painel: por isso o prefixo ano_ref_.",2026-07-26,,
adota_tarifa_zero,flag_adota_tarifa_zero,11_transportes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
ln_receita_per_capita_1920_z,receita_tributaria_1920_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ln_administracao_publica_1920_z,servidores_administracao_publica_1920_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ln_forca_publica_1920_z,servidores_forca_publica_1920_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ln_ferrovia_1920_z,redes_ferroviarias_1920_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ln_distancia_litoral_km_z,distancia_litoral_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ln_distancia_capital_estadual_km_z,distancia_capital_estadual_norm_idx,15_dados_historicos,"O nome antigo prometia log e z-score. Os valores vão de 0 a 1 exatos, o que é normalização min-max: um z-score é centrado em zero e não tem limite superior.",2026-07-26,,
ano_fundacao_estimado,ano_ref_fundacao_estimado,15_dados_historicos,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
proporcao_votos_brancos_camara_vereadores,tse_votos_brancos_camara_pct,16_eleicoes,"Chamada de proporção e medida em percentual: chega a 19,45.",2026-07-26,,
proporcao_votos_nulos_camara_vereadores,tse_votos_nulos_camara_pct,16_eleicoes,"Chamada de proporção e medida em percentual: chega a 55,41.",2026-07-26,,
pct_votos_governador_segundo_lugar,tse_votos_governador_segundo_lugar_pct,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
nep_prefeitura,nep_prefeitura_idx,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
nep_camara_vereadores,nep_camara_idx,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
fracionalizacao_prefeitura,fracionalizacao_prefeitura_idx,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
fracionalizacao_camara_vereadores,fracionalizacao_camara_idx,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
margem_votos,tse_margem_votos_i,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
turno,turno_i,16_eleicoes,"Constante igual a 1 em todas as linhas: a base só traz primeiro turno. Mantida para não quebrar consumidor, mas não informa nada.",2026-07-26,,
ano_eleicao,ano_ref_eleicao,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
partido_segundo_colocado,partido_segundo_colocado_cat,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
sg_partido_governador_eleito,partido_governador_eleito_cat,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
composicao_coligacao_governador_eleito,coligacao_governador_eleito_cat,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
composicao_coligacao_governador_segundo_lugar,coligacao_governador_segundo_lugar_cat,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
nm_urna_governador_eleito,nome_urna_governador_eleito,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
nm_urna_governador_segundo_lugar,nome_urna_governador_segundo_lugar,16_eleicoes,sufixo do vocabulario fechado ausente ou abreviacao inventada (secao 6.1 do plano),2026-07-26,,
id_municipio_nome,nome_municipio,03_meio_ambiente,"removida: pertence ao bloco territorial, que por decisao 3.11 existe apenas em 00_diretorios/municipios",2026-07-26,,
nm_uf,nome_uf,03_meio_ambiente,"removida: pertence ao bloco territorial, que por decisao 3.11 existe apenas em 00_diretorios/municipios",2026-07-26,,
municipio_tarifa_zero,nome_municipio,11_transportes,"removida: pertence ao bloco territorial, que por decisao 3.11 existe apenas em 00_diretorios/municipios",2026-07-26,,
variacao_absoluta_area_desmatada_km2,variacao_area_desmatada_pct,03_meio_ambiente,"[auditoria 26/07/2026, achado 7] O nome e o sufixo _km2 declaravam area em quilometros quadrados, e o conteudo e a taxa percentual de crescimento do desmatamento ((atual - defasado)/defasado*100), confirmada em 122.503 linhas com residuo maximo de 5,8e-11. O sufixo _pct poe a coluna no vocabulario fechado e ela passa a ganhar a checagem de faixa.",2026-07-26,renomear,dados-v1.0.0
ln_pib_brl2023,log10_pib_idx,04_economia,"[auditoria 26/07/2026, achado 48] E logaritmo DECIMAL, nao natural (max|dif| contra log10() = 1,8e-15), e carregava sufixo monetario _brl2023 e unidade R$ sobre um numero adimensional. log10_ declara a base e _idx declara que nao ha unidade monetaria.",2026-07-26,renomear,dados-v1.0.0
ln_pib_per_capita_brl2023,log10_pib_per_capita_idx,04_economia,"[auditoria 26/07/2026, achado 48] Idem: logaritmo decimal com sufixo monetario. E uma das colunas consumidas por scripts/artigo.",2026-07-26,renomear,dados-v1.0.0
ln_valor_adicionado_bruto_brl2023,log10_valor_adicionado_bruto_idx,04_economia,"[auditoria 26/07/2026, achado 48] Idem: logaritmo decimal com sufixo monetario.",2026-07-26,renomear,dados-v1.0.0
razao_impostos_sobre_pib_prop,impostos_sobre_pib_prop,04_economia,"[auditoria 26/07/2026, achado 102] O prefixo razao_ foi ACRESCENTADO na harmonizacao (nome antigo impostos_pib), introduzindo um dos prefixos de grandeza relativa que plano/01 manda eliminar do inicio do nome. O sufixo _prop ja carrega a escala.",2026-07-26,renomear,dados-v1.0.0
ieps_despesa_saude_total_per_capita_brl2023,ieps_despesa_saude_total_per_capita_brl2021,10_saude,"[auditoria 26/07/2026, achado 8] Esta em reais de dezembro de 2021, nao de 2023: o indice implicito vale exatamente 1,0000 em 2021 nas 2.744 linhas e reproduz o IPCA oficial ano a ano para tras. O sufixo afirmava a base errada.",2026-07-26,renomear,dados-v1.0.0
ieps_despesa_saude_recursos_proprios_per_capita_brl2023,ieps_despesa_saude_recursos_proprios_per_capita_brl2021,10_saude,"[auditoria 26/07/2026, achado 8] Idem: reais de dezembro de 2021.",2026-07-26,renomear,dados-v1.0.0
gasto_bolsa_familia_per_capita_brl2023,gasto_bolsa_familia_per_capita_brl2021,10_saude,"[auditoria 26/07/2026, achado 8] Idem: reais de dezembro de 2021, com o sufixo afirmando 2023.",2026-07-26,renomear,dados-v1.0.0
proporcao_votos_brancos_prefeito_pct,tse_votos_brancos_prefeito_pct,16_eleicoes,"[auditoria 26/07/2026, achado 102] O prefixo proporcao_ (escala 0-1) convivia com o sufixo _pct (escala 0-100) no mesmo nome, que e a indistincao que o vocabulario existe para matar. O prefixo tse_ alinha com as irmas tse_votos_brancos_camara_pct.",2026-07-26,renomear,dados-v1.0.0
